NUMBER_I,MAG_APER_I,MAGERR_APER_I,MAG_AUTO_I,MAGERR_AUTO_I,MAG_BEST_I,MAGERR_BEST_I,KRON_RADIUS_I,BACKGROUND_I,THRESHOLD_I,ISOAREA_IMAGE_I,ISOAREAF_IMAGE_I,ALPHAPEAK_J2000_I,DELTAPEAK_J2000_I,X_IMAGE_I,Y_IMAGE_I,FWHM_IMAGE_I,FWHM_WORLD_I,ELONGATION_I,ELLIPTICITY_I,CLASS_STAR_I,FLUX_RADIUS_I,FILE_NAME_I,NUMBER_R,MAG_APER_R,MAGERR_APER_R,MAG_AUTO_R,MAGERR_AUTO_R,MAG_BEST_R,MAGERR_BEST_R,KRON_RADIUS_R,BACKGROUND_R,THRESHOLD_R,ISOAREA_IMAGE_R,ISOAREAF_IMAGE_R,ALPHAPEAK_J2000_R,DELTAPEAK_J2000_R,X_IMAGE_R,Y_IMAGE_R,FWHM_IMAGE_R,FWHM_WORLD_R,ELONGATION_R,ELLIPTICITY_R,CLASS_STAR_R,FLUX_RADIUS_R,FILE_NAME_R,NUMBER_G,MAG_APER_G,MAGERR_APER_G,MAG_AUTO_G,MAGERR_AUTO_G,MAG_BEST_G,MAGERR_BEST_G,KRON_RADIUS_G,BACKGROUND_G,THRESHOLD_G,ISOAREA_IMAGE_G,ISOAREAF_IMAGE_G,ALPHAPEAK_J2000_G,DELTAPEAK_J2000_G,X_IMAGE_G,Y_IMAGE_G,FWHM_IMAGE_G,FWHM_WORLD_G,ELONGATION_G,ELLIPTICITY_G,CLASS_STAR_G,FLUX_RADIUS_G,FILE_NAME_G
3008,-12.5153,0.0040,-13.1036,0.0055,-13.1174,0.0063,3.50,5014.838,158.8562,117,125,148.7425142,+69.1681751,789.699,1116.684,3.44,0.0001785137,1.062,0.058,0.98,2.147,dataset\i24.cat,2071,-12.4096,0.0036,-13.3615,0.0041,-13.3539,0.0047,3.50,2803.181,108.2077,193,222,148.7410887,+69.1681525,824.271,1197.341,4.46,0.0002319171,1.093,0.085,0.98,2.909,dataset\r24.cat,2027,-12.8247,0.0027,-13.8488,0.0024,-13.8312,0.0026,3.50,2068.156,90.98881,212,221,148.7364366,+69.1696665,775.731,1249.955,5.24,0.0002723665,1.158,0.137,0.98,3.043,dataset\g24.cat
2975,-10.8353,0.0152,-12.6676,0.0149,-12.5923,0.0139,4.55,5032.221,158.8562,147,153,148.7425206,+69.1676558,791.849,1107.883,15.56,0.0008080179,2.815,0.645,0.02,4.581,dataset\i24.cat,2071,-12.4096,0.0036,-13.3615,0.0041,-13.3539,0.0047,3.50,2803.181,108.2077,193,222,148.7410887,+69.1681525,824.271,1197.341,4.46,0.0002319171,1.093,0.085,0.98,2.909,dataset\r24.cat,2027,-12.8247,0.0027,-13.8488,0.0024,-13.8312,0.0026,3.50,2068.156,90.98881,212,221,148.7364366,+69.1696665,775.731,1249.955,5.24,0.0002723665,1.158,0.137,0.98,3.043,dataset\g24.cat
4906,-13.1805,0.0025,-13.6576,0.0033,-13.6576,0.0033,3.50,4373.369,158.8562,124,139,148.8034675,+69.3003950,363.715,3660.984,3.36,0.0001746282,1.017,0.017,0.98,1.998,dataset\i24.cat,3568,-12.7679,0.0029,-13.4825,0.0032,-13.4825,0.0032,3.50,2247.309,108.2077,171,178,148.8021586,+69.3003743,397.414,3741.155,4.23,0.0002194759,1.067,0.062,0.98,2.437,dataset\r24.cat,3810,-12.8202,0.0027,-13.7076,0.0026,-13.7076,0.0026,3.50,1567.405,90.98881,236,249,148.7991719,+69.3017838,337.041,3792.070,4.97,0.0002583225,1.100,0.091,0.98,2.765,dataset\g24.cat
4027,-11.8466,0.0066,-14.4113,0.0054,-14.4113,0.0054,4.39,4585.008,158.8562,613,673,148.7744737,+69.2107609,569.666,1939.104,19.69,0.001022598,1.497,0.332,0.03,6.764,dataset\i24.cat,2741,-12.8594,0.0027,-15.5180,0.0016,-15.5288,0.0018,3.77,2470.825,108.2077,1556,1737,148.7730378,+69.2107911,604.887,2022.641,31.35,0.001628487,1.295,0.228,0.03,8.039,dataset\r24.cat,2529,-12.8030,0.0027,-15.7129,0.0016,-15.7090,0.0017,3.59,1768.158,90.98881,2652,2891,148.7689886,+69.2122007,552.418,2074.509,60.78,0.003157301,1.723,0.420,0.03,9.181,dataset\g24.cat
2260,-12.7601,0.0034,-13.2341,0.0045,-13.2341,0.0045,3.50,4987.216,158.8562,106,128,148.7059272,+69.1526360,1042.172,818.831,3.36,0.0001745481,1.068,0.064,0.98,1.987,dataset\i24.cat,1522,-12.5207,0.0034,-13.2812,0.0042,-13.2812,0.0042,3.50,2732.146,108.2077,209,239,148.7043586,+69.1526639,1076.560,899.431,4.25,0.0002205932,1.248,0.199,0.98,2.517,dataset\r24.cat,1460,-12.7685,0.0028,-13.7164,0.0029,-13.7524,0.0033,3.50,2019.874,90.98881,305,326,148.6995522,+69.1542312,1029.051,953.325,5.09,0.000264444,1.232,0.188,0.98,2.894,dataset\g24.cat
5032,-14.8165,0.0010,-15.3874,0.0010,-15.3874,0.0010,3.50,4353.881,158.8562,297,312,148.7475953,+69.3031236,744.318,3714.512,4.09,0.0002123538,1.019,0.018,0.99,2.149,dataset\i24.cat,3676,-13.6163,0.0018,-14.3267,0.0018,-14.3267,0.0018,3.50,2242.389,108.2077,242,267,148.7461388,+69.3031011,777.879,3794.905,4.21,0.0002186807,1.044,0.042,0.98,2.421,dataset\r24.cat,3845,-12.7564,0.0028,-13.6005,0.0028,-13.6005,0.0028,3.50,1554.523,90.98881,212,227,148.7432953,+69.3046176,717.064,3847.794,4.73,0.0002455142,1.074,0.069,0.98,2.691,dataset\g24.cat
20,-12.9606,0.0029,-13.7946,0.0053,-14.6512,0.0029,3.50,5977.213,158.8562,439,470,148.7245797,+69.1105450,915.235,7.898,10.95,0.000568685,1.575,0.365,0.14,2.577,dataset\i24.cat,11,-12.2205,0.0041,-15.1435,0.0026,-15.1711,0.0030,3.50,3493.969,108.2077,1739,1999,148.7231665,+69.1105737,947.829,85.903,58.99,0.003064219,1.275,0.216,0.03,7.516,dataset\r24.cat,5,-12.6915,0.0029,-15.7286,0.0016,-15.7440,0.0018,3.50,2716.642,90.98881,3083,3273,148.7177660,+69.1120872,904.156,138.828,35.99,0.001869485,1.078,0.072,0.03,9.334,dataset\g24.cat
4747,-13.6686,0.0019,-14.1581,0.0023,-14.1581,0.0023,3.50,4264.46,158.8562,177,188,148.6200424,+69.2700036,1615.554,3082.192,3.36,0.0001743524,1.034,0.033,0.99,2.007,dataset\i24.cat,3450,-13.0979,0.0024,-13.8069,0.0026,-13.8069,0.0026,3.50,2215.914,108.2077,211,217,148.6187395,+69.2700297,1649.061,3163.058,4.20,0.0002182395,1.059,0.056,0.98,2.435,dataset\r24.cat,3650,-12.6898,0.0029,-13.5621,0.0029,-13.5621,0.0029,3.50,1518.748,90.98881,224,236,148.6154294,+69.2717596,1591.421,3219.822,4.81,0.0002500135,1.094,0.086,0.98,2.739,dataset\g24.cat
2129,-12.2769,0.0048,-14.2212,0.0040,-14.2144,0.0044,3.77,5362.429,158.8562,381,421,148.7464900,+69.1535343,764.120,832.514,10.38,0.0005391465,1.305,0.234,0.03,4.737,dataset\i24.cat,1449,-12.1316,0.0043,-14.8279,0.0024,-14.7410,0.0026,3.55,3057.313,108.2077,851,883,148.7450671,+69.1535637,798.074,911.695,16.25,0.0008441593,1.373,0.271,0.03,7.690,dataset\r24.cat,1320,-12.6606,0.0030,-15.3202,0.0018,-15.2530,0.0019,3.50,2320.438,90.98881,1442,1566,148.7401193,+69.1550251,751.411,964.234,12.04,0.0006255665,1.584,0.369,0.03,7.932,dataset\g24.cat
352,-12.0364,0.0057,-13.5961,0.0068,-13.6376,0.0076,3.50,6685.961,158.8562,328,351,148.7769323,+69.1186751,556.468,163.758,10.82,0.000561995,1.239,0.193,0.63,4.302,dataset\i24.cat,373,-12.1290,0.0043,-13.5253,0.0049,-13.5435,0.0058,3.50,3909.512,108.2077,376,403,148.7753722,+69.1186532,592.070,244.215,7.03,0.0003651346,1.110,0.099,0.87,4.134,dataset\r24.cat,413,-12.6552,0.0030,-13.9782,0.0028,-13.9930,0.0030,3.50,3099.695,90.98881,404,419,148.7701240,+69.1201130,548.171,295.781,6.51,0.0003379048,1.134,0.118,0.88,3.828,dataset\g24.cat
4556,-13.1449,0.0026,-13.7053,0.0035,-13.7053,0.0035,3.50,4370.937,158.8562,161,173,148.7287138,+69.2410770,877.580,2520.361,3.64,0.0001890892,1.061,0.058,0.98,2.105,dataset\i24.cat,3300,-12.7126,0.0030,-13.4299,0.0034,-13.4299,0.0034,3.50,2306.548,108.2077,178,190,148.7272716,+69.2410539,911.625,2600.998,4.24,0.0002202198,1.037,0.036,0.98,2.431,dataset\r24.cat,3477,-12.6252,0.0030,-13.5435,0.0030,-13.5435,0.0030,3.50,1593.651,90.98881,240,261,148.7236678,+69.2426221,856.665,2654.277,5.02,0.000260828,1.096,0.088,0.98,2.818,dataset\g24.cat
3830,-13.1887,0.0025,-13.6504,0.0033,-13.6504,0.0033,3.50,4438.75,158.8562,127,137,148.6524765,+69.1989155,1403.201,1711.386,3.31,0.0001719444,1.016,0.016,0.98,1.952,dataset\i24.cat,2651,-12.7348,0.0029,-13.4106,0.0033,-13.4106,0.0033,3.50,2357.815,108.2077,160,170,148.6510441,+69.1988902,1437.160,1792.219,4.12,0.0002141055,1.035,0.034,0.98,2.362,dataset\r24.cat,2689,-12.5917,0.0031,-13.4395,0.0032,-13.4395,0.0032,3.50,1669.435,90.98881,213,240,148.6466858,+69.2005644,1385.864,1847.965,4.81,0.0002498357,1.118,0.106,0.98,2.684,dataset\g24.cat
882,-14.6091,0.0011,-15.1255,0.0012,-15.1255,0.0012,3.50,4417.159,158.8562,278,298,148.5990127,+69.1260273,1777.623,310.524,3.64,0.0001890133,1.075,0.070,0.99,2.045,dataset\i24.cat,681,-13.3485,0.0021,-14.1261,0.0023,-14.1261,0.0023,3.50,2328.797,108.2077,310,351,148.5975959,+69.1260524,1811.582,391.447,4.55,0.0002365986,1.276,0.216,0.98,2.559,dataset\r24.cat,760,-12.4945,0.0033,-13.3514,0.0034,-13.3514,0.0034,3.50,1645.167,90.98881,217,224,148.5923321,+69.1278307,1766.840,449.416,4.67,0.0002423762,1.053,0.050,0.98,2.704,dataset\g24.cat
2339,-12.6310,0.0037,-13.1513,0.0055,-13.1960,0.0064,3.50,5770.72,158.8562,129,146,148.8347816,+69.1548422,159.142,857.548,3.38,0.0001757313,1.105,0.095,0.98,2.053,dataset\i24.cat,1616,-12.2494,0.0040,-13.3412,0.0053,-13.3412,0.0053,3.78,3358.097,108.2077,312,336,148.8332130,+69.1548221,194.700,937.421,6.05,0.0003144927,1.527,0.345,0.91,3.232,dataset\r24.cat,1508,-12.4043,0.0034,-13.2897,0.0039,-13.2897,0.0039,3.50,2666.124,90.98881,211,230,148.8284183,+69.1561763,146.969,987.417,6.32,0.000328142,1.636,0.389,0.98,2.739,dataset\g24.cat
1848,-12.5550,0.0039,-13.0415,0.0055,-13.0415,0.0055,3.53,4515.364,158.8562,113,121,148.6295911,+69.1445886,1566.036,667.049,3.32,0.0001724858,1.091,0.084,0.98,2.021,dataset\i24.cat,1294,-12.2808,0.0039,-13.0174,0.0049,-13.0174,0.0049,3.62,2399.684,108.2077,159,184,148.6281701,+69.1446146,1600.336,748.056,4.20,0.0002183106,1.015,0.015,0.98,2.482,dataset\r24.cat,1198,-12.3900,0.0035,-13.3402,0.0036,-13.3402,0.0036,3.56,1704.075,90.98881,234,264,148.6230612,+69.1463401,1553.912,804.378,5.00,0.0002598708,1.062,0.059,0.98,2.883,dataset\g24.cat
3404,-13.1521,0.0026,-13.7168,0.0037,-13.7981,0.0047,3.50,4859.258,158.8562,184,240,148.8138040,+69.1824513,301.084,1389.666,3.51,0.0001823946,1.312,0.238,0.98,2.133,dataset\i24.cat,2326,-12.6810,0.0030,-13.6302,0.0042,-13.6642,0.0049,3.57,2663.911,108.2077,356,397,148.8122290,+69.1824305,335.367,1469.863,4.59,0.0002385664,1.694,0.410,0.92,2.936,dataset\r24.cat,2339,-12.3667,0.0035,-13.5002,0.0037,-13.4812,0.0042,3.50,1936.896,90.98881,304,311,148.8078798,+69.1838381,285.417,1520.894,4.94,0.0002563645,1.202,0.168,0.96,3.364,dataset\g24.cat
3510,-11.9647,0.0061,-12.5615,0.0090,-12.5218,0.0099,3.87,4413.197,158.8562,88,94,148.6187990,+69.1848181,1635.152,1442.012,3.38,0.0001757838,1.051,0.048,0.98,2.211,dataset\i24.cat,2413,-11.8649,0.0052,-12.6643,0.0066,-12.6051,0.0071,3.82,2333.842,108.2077,118,124,148.6173688,+69.1848438,1669.082,1522.938,4.27,0.0002215611,1.109,0.098,0.98,2.580,dataset\r24.cat,2370,-12.3635,0.0035,-13.4360,0.0039,-13.4328,0.0045,3.74,1647.315,90.98881,272,321,148.6128561,+69.1865711,1619.130,1579.627,5.01,0.0002599998,1.253,0.202,0.98,3.183,dataset\g24.cat
3254,-11.9989,0.0059,-12.4871,0.0084,-12.4871,0.0084,3.50,4948.156,158.8562,80,105,148.8197076,+69.1759136,260.987,1263.477,3.64,0.0001889996,1.226,0.185,0.98,2.017,dataset\i24.cat,2230,-11.8628,0.0052,-12.6599,0.0073,-12.6599,0.0073,3.90,2727.922,108.2077,146,177,148.8182802,+69.1758931,295.484,1344.070,4.21,0.0002188065,1.388,0.279,0.98,2.597,dataset\r24.cat,2202,-12.3075,0.0037,-13.3405,0.0040,-13.3877,0.0047,3.50,2007.16,90.98881,287,318,148.8136370,+69.1773001,246.478,1394.215,5.32,0.0002764989,1.510,0.338,0.98,3.062,dataset\g24.cat
3174,-12.0033,0.0059,-14.2892,0.0067,-14.2892,0.0067,4.34,4917.289,158.8562,744,829,148.7821495,+69.1768026,517.327,1283.605,11.69,0.0006071306,1.155,0.134,0.03,7.731,dataset\i24.cat,2009,-12.3930,0.0036,-15.3465,0.0022,-15.3465,0.0022,3.56,2695.042,108.2077,1867,2036,148.7807219,+69.1767810,551.938,1364.833,13.95,0.0007248031,1.092,0.084,0.03,10.042,dataset\r24.cat,2055,-12.3065,0.0037,-15.1275,0.0023,-15.1275,0.0023,3.58,1970.146,90.98881,2008,2217,148.7760760,+69.1782415,504.265,1416.466,12.87,0.0006686418,1.145,0.127,0.03,9.088,dataset\g24.cat
1752,-11.7356,0.0073,-13.1244,0.0115,-13.2478,0.0141,3.50,5464.032,158.8562,305,372,148.7384249,+69.1448997,821.199,668.490,6.42,0.0003335235,1.870,0.465,0.85,4.792,dataset\i24.cat,1240,-11.7856,0.0055,-13.2541,0.0088,-13.2264,0.0103,3.50,3118.28,108.2077,419,478,148.7368580,+69.1449286,854.783,749.874,4.32,0.0002243656,1.768,0.434,0.91,6.040,dataset\r24.cat,1161,-12.2725,0.0037,-14.1036,0.0041,-14.0202,0.0053,3.50,2354.918,90.98881,867,956,148.7319063,+69.1464423,808.286,802.716,5.16,0.000268283,1.373,0.272,0.92,8.272,dataset\g24.cat
3256,-12.8998,0.0031,-13.4161,0.0043,-13.4161,0.0043,3.50,4846.697,158.8562,145,173,148.7406536,+69.1768462,802.293,1283.577,3.37,0.0001748718,1.191,0.160,0.98,2.022,dataset\i24.cat,2258,-12.4487,0.0035,-13.1556,0.0042,-13.1716,0.0047,3.50,2645.356,108.2077,155,165,148.7390800,+69.1768232,836.753,1364.221,4.15,0.0002156453,1.118,0.105,0.98,2.413,dataset\r24.cat,2239,-12.2586,0.0038,-13.1376,0.0041,-13.1543,0.0047,3.50,1915.34,90.98881,195,213,148.7345768,+69.1783376,787.254,1417.155,4.76,0.0002472286,1.145,0.127,0.98,2.748,dataset\g24.cat
4412,-14.2447,0.0013,-14.7386,0.0015,-14.7386,0.0015,3.50,4429.715,158.8562,228,261,148.8104288,+69.2313229,321.360,2330.587,3.33,0.0001732061,1.038,0.037,0.98,1.989,dataset\i24.cat,3181,-13.0496,0.0024,-13.7585,0.0026,-13.7585,0.0026,3.50,2348.778,108.2077,189,203,148.8089887,+69.2313022,355.498,2410.854,4.18,0.0002173604,1.081,0.075,0.98,2.414,dataset\r24.cat,3351,-12.2354,0.0038,-13.0881,0.0041,-13.0881,0.0041,3.50,1644.406,90.98881,177,189,148.8050956,+69.2327104,301.061,2461.817,4.75,0.0002468386,1.127,0.113,0.98,2.699,dataset\g24.cat
3467,-13.9252,0.0016,-14.4252,0.0020,-14.4252,0.0020,3.50,4626.36,158.8562,230,248,148.7104397,+69.1851584,1008.590,1444.280,3.50,0.0001816882,1.163,0.140,1.00,2.015,dataset\i24.cat,2391,-13.0544,0.0024,-13.7768,0.0028,-13.7768,0.0028,3.50,2490.427,108.2077,231,248,148.7088641,+69.1851345,1042.828,1524.910,4.42,0.0002297552,1.277,0.217,0.98,2.438,dataset\r24.cat,2374,-12.2270,0.0038,-13.1007,0.0043,-13.1007,0.0043,3.62,1774.582,90.98881,185,203,148.7045071,+69.1867023,992.295,1579.183,4.66,0.000242039,1.177,0.150,0.98,2.738,dataset\g24.cat
168,-14.4035,0.0012,-15.0736,0.0014,-15.0718,0.0015,3.50,7279.238,158.8562,285,287,148.8011547,+69.1152784,391.996,97.212,3.44,0.0001788842,1.379,0.275,0.98,2.341,dataset\i24.cat,98,-13.1780,0.0023,-15.1476,0.0019,-15.1192,0.0020,3.50,4352.504,108.2077,977,1017,148.7995949,+69.1153092,425.944,180.135,13.80,0.0007168843,3.080,0.675,0.76,6.421,dataset\r24.cat,100,-12.2046,0.0039,-15.0010,0.0018,-14.8706,0.0018,3.50,3410.246,90.98881,740,758,148.7943479,+69.1167162,381.192,232.290,16.17,0.0008397417,3.262,0.693,0.05,8.221,dataset\g24.cat
2107,-12.0781,0.0055,-13.1059,0.0070,-13.0582,0.0085,3.52,6016.631,158.8562,154,172,148.8065047,+69.1506037,354.272,777.095,6.00,0.0003117757,1.211,0.174,0.26,3.061,dataset\i24.cat,1481,-11.7500,0.0056,-12.7864,0.0064,-12.7209,0.0071,3.50,3528.317,108.2077,139,150,148.8049367,+69.1506347,388.129,857.634,5.13,0.000266251,1.195,0.163,0.94,3.085,dataset\r24.cat,1383,-12.1828,0.0039,-13.8194,0.0034,-13.6156,0.0038,3.50,2844.471,90.98881,310,320,148.8001384,+69.1520420,340.426,908.542,17.90,0.0009296371,1.382,0.277,0.33,5.217,dataset\g24.cat
4,-11.7600,0.0071,-14.1581,0.0056,-14.0595,0.0059,3.50,7211.124,158.8562,462,483,148.7991125,+69.1155356,406.299,98.983,25.49,0.001324252,2.486,0.598,0.03,6.636,dataset\i24.cat,71,-11.7145,0.0058,-14.5674,0.0040,-14.5254,0.0041,3.50,4336.652,108.2077,1076,1137,148.7974110,+69.1151506,442.198,175.194,40.06,0.002081084,2.213,0.548,0.03,11.290,dataset\r24.cat,170,-12.1480,0.0040,-14.8958,0.0026,-14.8653,0.0024,3.50,3414.85,90.98881,1200,1215,148.7920181,+69.1165575,398.024,226.384,37.24,0.001934271,2.036,0.509,0.03,10.645,dataset\g24.cat
268,-11.0966,0.0123,-13.0232,0.0110,-12.8900,0.0131,3.50,7155.808,158.8562,207,218,148.7976519,+69.1158974,414.053,109.170,23.09,0.001199553,2.428,0.588,0.03,5.641,dataset\i24.cat,71,-11.7145,0.0058,-14.5674,0.0040,-14.5254,0.0041,3.50,4336.652,108.2077,1076,1137,148.7974110,+69.1151506,442.198,175.194,40.06,0.002081084,2.213,0.548,0.03,11.290,dataset\r24.cat,170,-12.1480,0.0040,-14.8958,0.0026,-14.8653,0.0024,3.50,3414.85,90.98881,1200,1215,148.7920181,+69.1165575,398.024,226.384,37.24,0.001934271,2.036,0.509,0.03,10.645,dataset\g24.cat
1695,-11.7450,0.0072,-13.1913,0.0073,-13.1917,0.0071,3.50,5505.049,158.8562,162,168,148.7378563,+69.1437041,822.244,647.345,10.28,0.000534047,2.097,0.523,0.03,3.601,dataset\i24.cat,1245,-11.7524,0.0056,-14.4446,0.0030,-13.9940,0.0032,3.50,3134.12,108.2077,354,354,148.7364363,+69.1436813,857.779,726.725,27.90,0.001449464,1.867,0.464,0.03,9.250,dataset\r24.cat,1206,-12.1269,0.0041,-14.2353,0.0024,-13.8465,0.0024,3.50,2392.611,90.98881,196,196,148.7313383,+69.1451948,811.945,779.088,22.08,0.001147085,1.781,0.438,0.13,6.488,dataset\g24.cat
1778,-11.1062,0.0122,-12.5063,0.0137,-12.5359,0.0153,3.50,5471.305,158.8562,150,156,148.7363955,+69.1438576,833.861,648.575,11.76,0.0006107055,1.456,0.313,0.02,4.080,dataset\i24.cat,1245,-11.7524,0.0056,-14.4446,0.0030,-13.9940,0.0032,3.50,3134.12,108.2077,354,354,148.7364363,+69.1436813,857.779,726.725,27.90,0.001449464,1.867,0.464,0.03,9.250,dataset\r24.cat,1206,-12.1269,0.0041,-14.2353,0.0024,-13.8465,0.0024,3.50,2392.611,90.98881,196,196,148.7313383,+69.1451948,811.945,779.088,22.08,0.001147085,1.781,0.438,0.13,6.488,dataset\g24.cat
2089,-11.5692,0.0083,-13.3637,0.0091,-13.1844,0.0089,4.05,6020.804,158.8562,213,220,148.8070924,+69.1501889,350.440,768.695,13.12,0.0006816048,1.144,0.126,0.37,5.847,dataset\i24.cat,1154,-11.1195,0.0090,-14.7722,0.0049,-14.6577,0.0057,3.50,3534.801,108.2077,1679,1901,148.8068338,+69.1506370,377.145,858.804,36.08,0.001874317,1.584,0.369,0.03,17.255,dataset\r24.cat,1152,-12.1240,0.0041,-15.0536,0.0024,-14.9117,0.0025,3.56,2845.052,90.98881,1382,1438,148.8021864,+69.1515250,327.429,910.055,56.38,0.002928545,2.210,0.547,0.53,11.965,dataset\g24.cat
1950,-11.3621,0.0098,-13.5837,0.0115,-13.5748,0.0107,4.07,6022.95,158.8562,431,453,148.8084019,+69.1506060,339.564,778.863,25.54,0.001326751,1.979,0.495,0.04,8.046,dataset\i24.cat,1154,-11.1195,0.0090,-14.7722,0.0049,-14.6577,0.0057,3.50,3534.801,108.2077,1679,1901,148.8068338,+69.1506370,377.145,858.804,36.08,0.001874317,1.584,0.369,0.03,17.255,dataset\r24.cat,1152,-12.1240,0.0041,-15.0536,0.0024,-14.9117,0.0025,3.56,2845.052,90.98881,1382,1438,148.8021864,+69.1515250,327.429,910.055,56.38,0.002928545,2.210,0.547,0.53,11.965,dataset\g24.cat
4654,-10.8267,0.0154,-11.3121,0.0222,-11.3121,0.0222,3.84,4329.401,158.8562,43,49,148.7186053,+69.2517079,946.387,2725.952,3.51,0.0001821612,1.072,0.067,0.97,2.013,dataset\i24.cat,3378,-10.1744,0.0194,-10.9071,0.0292,-10.9071,0.0292,4.49,2276.295,108.2077,54,58,148.7171607,+69.2516846,980.089,2806.398,4.54,0.0002358705,1.094,0.086,0.97,2.475,dataset\r24.cat,3565,-12.1139,0.0041,-12.1518,0.0048,-12.1518,0.0048,3.50,1566.046,90.98881,19,29,148.7143015,+69.2526312,919.444,2847.139,4.57,0.0002375571,1.682,0.405,0.87,1.101,dataset\g24.cat
2470,-11.8533,0.0066,-12.5980,0.0109,-12.5980,0.0109,4.29,5161.415,158.8562,110,119,148.7296565,+69.1572991,879.910,907.549,4.64,0.0002410018,1.389,0.280,0.97,2.483,dataset\i24.cat,1719,-11.7037,0.0058,-12.5942,0.0083,-12.5942,0.0083,4.02,2879.844,108.2077,151,164,148.7280867,+69.1573278,914.178,988.316,4.95,0.0002571211,1.104,0.094,0.98,2.780,dataset\r24.cat,1541,-12.0982,0.0042,-13.3122,0.0057,-13.3623,0.0064,3.50,2157.997,90.98881,413,456,148.7232843,+69.1588421,866.468,1041.645,5.34,0.0002772734,1.715,0.417,0.91,3.583,dataset\g24.cat
3104,-11.5211,0.0086,-12.3939,0.0123,-12.3725,0.0144,3.87,5005.484,158.8562,110,117,148.7522674,+69.1708910,722.982,1168.193,4.12,0.0002140294,1.326,0.246,0.91,2.779,dataset\i24.cat,2139,-11.5559,0.0065,-12.6939,0.0081,-12.6330,0.0092,3.99,2755.473,108.2077,177,185,148.7508412,+69.1708686,757.397,1248.949,4.89,0.0002542182,1.083,0.076,0.73,3.415,dataset\r24.cat,2106,-12.0596,0.0043,-13.2145,0.0043,-13.1877,0.0046,3.50,2014.46,90.98881,212,218,148.7461907,+69.1723822,708.651,1301.543,5.41,0.0002808791,1.093,0.085,0.98,3.346,dataset\g24.cat
4448,-11.6813,0.0076,-12.2289,0.0124,-12.2289,0.0124,4.27,4406.083,158.8562,69,78,148.7279582,+69.2316226,884.525,2339.188,3.45,0.0001789847,1.047,0.045,0.98,2.085,dataset\i24.cat,3202,-11.5613,0.0065,-12.3006,0.0088,-12.3006,0.0088,3.95,2328.621,108.2077,103,116,148.7265175,+69.2316515,918.477,2419.719,4.25,0.0002205073,1.043,0.041,0.98,2.474,dataset\r24.cat,3358,-12.0579,0.0043,-12.9746,0.0048,-12.9746,0.0048,3.67,1618.579,90.98881,184,194,148.7226178,+69.2331673,864.447,2472.866,5.14,0.0002667796,1.119,0.106,0.98,2.810,dataset\g24.cat
634,-12.5649,0.0039,-13.0458,0.0054,-13.0458,0.0054,3.50,6603.646,158.8562,102,110,148.7846251,+69.1215940,505.300,218.306,3.67,0.0001904021,1.254,0.202,0.98,2.000,dataset\i24.cat,551,-12.1503,0.0043,-12.8451,0.0053,-12.8451,0.0053,3.50,3818.681,108.2077,132,163,148.7830644,+69.1215723,539.886,299.147,4.28,0.0002221432,1.032,0.031,0.98,2.376,dataset\r24.cat,545,-12.0202,0.0044,-12.8680,0.0052,-12.9048,0.0058,3.50,2947.585,90.98881,178,199,148.7778176,+69.1230319,495.242,350.847,4.74,0.0002460198,1.141,0.124,0.98,2.673,dataset\g24.cat
1433,-12.4577,0.0042,-13.2030,0.0064,-13.2030,0.0064,3.69,5912.951,158.8562,162,206,148.7545817,+69.1357312,710.317,492.860,5.21,0.0002705419,1.642,0.391,0.97,2.485,dataset\i24.cat,1072,-12.0720,0.0045,-12.8559,0.0058,-12.8559,0.0058,3.50,3427.574,108.2077,170,178,148.7530170,+69.1357606,744.753,573.179,4.88,0.0002536495,1.234,0.189,0.98,2.559,dataset\r24.cat,968,-12.0151,0.0044,-12.9241,0.0049,-12.9241,0.0049,3.50,2676.597,90.98881,183,218,148.7479183,+69.1372215,698.803,625.493,5.08,0.0002641284,1.098,0.089,0.98,2.782,dataset\g24.cat
193,-12.2611,0.0048,-12.7385,0.0069,-12.7385,0.0069,3.50,4841.77,158.8562,91,111,148.6605843,+69.1134907,1357.251,66.592,3.40,0.0001767943,1.141,0.124,0.98,1.970,dataset\i24.cat,258,-11.9331,0.0049,-12.6013,0.0061,-12.6013,0.0061,3.50,2654.922,108.2077,112,120,148.6590247,+69.1135172,1391.885,147.715,4.18,0.00021693,1.048,0.046,0.98,2.335,dataset\r24.cat,301,-12.0024,0.0044,-12.9007,0.0050,-12.9007,0.0050,3.65,1941.225,90.98881,164,209,148.6536189,+69.1151370,1348.204,203.097,5.10,0.0002650899,1.188,0.158,0.98,2.762,dataset\g24.cat
3402,-11.8585,0.0066,-12.3148,0.0094,-12.3148,0.0094,3.56,4772.499,158.8562,67,72,148.7407435,+69.1813651,800.731,1370.838,3.26,0.0001695538,1.032,0.031,0.98,1.949,dataset\i24.cat,2353,-11.7175,0.0058,-12.4172,0.0075,-12.4172,0.0075,3.69,2583.231,108.2077,111,116,148.7393149,+69.1813424,834.996,1451.340,4.18,0.0002169158,1.030,0.029,0.98,2.411,dataset\r24.cat,2310,-11.9908,0.0045,-13.1122,0.0052,-13.1122,0.0052,3.64,1863.856,90.98881,255,280,148.7348132,+69.1828567,784.830,1503.266,6.13,0.0003184949,1.489,0.328,0.98,3.253,dataset\g24.cat
