NUMBER_I,MAG_APER_I,MAGERR_APER_I,MAG_AUTO_I,MAGERR_AUTO_I,MAG_BEST_I,MAGERR_BEST_I,KRON_RADIUS_I,BACKGROUND_I,THRESHOLD_I,ISOAREA_IMAGE_I,ISOAREAF_IMAGE_I,ALPHAPEAK_J2000_I,DELTAPEAK_J2000_I,X_IMAGE_I,Y_IMAGE_I,FWHM_IMAGE_I,FWHM_WORLD_I,ELONGATION_I,ELLIPTICITY_I,CLASS_STAR_I,FLUX_RADIUS_I,FILE_NAME_I,NUMBER_R,MAG_APER_R,MAGERR_APER_R,MAG_AUTO_R,MAGERR_AUTO_R,MAG_BEST_R,MAGERR_BEST_R,KRON_RADIUS_R,BACKGROUND_R,THRESHOLD_R,ISOAREA_IMAGE_R,ISOAREAF_IMAGE_R,ALPHAPEAK_J2000_R,DELTAPEAK_J2000_R,X_IMAGE_R,Y_IMAGE_R,FWHM_IMAGE_R,FWHM_WORLD_R,ELONGATION_R,ELLIPTICITY_R,CLASS_STAR_R,FLUX_RADIUS_R,FILE_NAME_R,NUMBER_G,MAG_APER_G,MAGERR_APER_G,MAG_AUTO_G,MAGERR_AUTO_G,MAG_BEST_G,MAGERR_BEST_G,KRON_RADIUS_G,BACKGROUND_G,THRESHOLD_G,ISOAREA_IMAGE_G,ISOAREAF_IMAGE_G,ALPHAPEAK_J2000_G,DELTAPEAK_J2000_G,X_IMAGE_G,Y_IMAGE_G,FWHM_IMAGE_G,FWHM_WORLD_G,ELONGATION_G,ELLIPTICITY_G,CLASS_STAR_G,FLUX_RADIUS_G,FILE_NAME_G
287,-11.0871,0.0113,-11.9670,0.0162,-11.9670,0.0162,4.19,4222.209,141.7491,87,94,148.3230079,+69.1628695,1548.772,1048.968,4.76,0.0002474326,1.133,0.117,0.24,2.767,dataset\i25.cat,243,-10.3781,0.0152,-11.4441,0.0188,-11.4441,0.0188,3.99,2153.293,98.81699,93,99,148.3217268,+69.1629392,1582.312,1130.844,5.84,0.0003035545,1.078,0.072,0.23,3.098,dataset\r25.cat,266,-9.7630,0.0219,-11.0867,0.0258,-11.0867,0.0258,4.62,1471.631,82.17551,86,96,148.3168747,+69.1651971,1534.301,1197.516,6.62,0.0003439053,1.217,0.178,0.25,3.603,dataset\g25.cat
564,-12.3843,0.0042,-12.8330,0.0056,-12.8330,0.0056,3.50,4220.872,141.7491,88,99,148.3799472,+69.2135233,1149.158,2019.565,3.28,0.0001705261,1.040,0.039,0.98,1.928,dataset\i25.cat,445,-10.7070,0.0117,-11.4022,0.0162,-11.4022,0.0162,3.87,2148.041,98.81699,74,80,148.3786566,+69.2135427,1182.590,2101.177,4.18,0.0002171807,1.096,0.088,0.98,2.382,dataset\r25.cat,505,-9.7535,0.0221,-10.5318,0.0273,-10.5318,0.0273,3.81,1470.693,82.17551,53,58,148.3745614,+69.2156971,1129.682,2165.971,5.13,0.0002666269,1.118,0.105,0.90,2.545,dataset\g25.cat
497,-10.8043,0.0143,-11.8048,0.0215,-11.8048,0.0215,4.97,4227.353,141.7491,75,85,148.2689601,+69.2019657,1910.426,1805.414,4.77,0.0002478432,1.165,0.142,0.22,3.048,dataset\i25.cat,403,-9.9863,0.0211,-11.0869,0.0290,-11.0869,0.0290,5.05,2149.457,98.81699,68,74,148.2675239,+69.2020333,1943.613,1887.482,5.34,0.0002776311,1.134,0.118,0.50,3.227,dataset\r25.cat,455,-9.7446,0.0223,-10.8389,0.0301,-10.8389,0.0301,4.96,1464.811,82.17551,72,73,148.2632620,+69.2043478,1892.131,1955.624,5.63,0.000292288,1.025,0.024,0.94,3.244,dataset\g25.cat
744,-11.2403,0.0100,-12.2381,0.0144,-12.2381,0.0144,4.41,4232.111,141.7491,108,115,148.2964398,+69.2426491,1712.592,2586.345,4.57,0.0002375494,1.125,0.111,0.22,3.062,dataset\i25.cat,609,-10.4532,0.0144,-11.6336,0.0186,-11.6336,0.0186,4.47,2153.644,98.81699,102,115,148.2952892,+69.2426668,1745.638,2668.264,5.55,0.000288214,1.124,0.110,0.48,3.423,dataset\r25.cat,697,-9.7434,0.0223,-11.1219,0.0277,-11.1219,0.0277,5.31,1478.893,82.17551,83,91,148.2914840,+69.2449819,1690.184,2735.707,6.50,0.0003378871,1.091,0.084,0.77,3.978,dataset\g25.cat
894,-10.4627,0.0192,-11.4900,0.0268,-11.4900,0.0268,4.56,4225.271,141.7491,69,76,148.3599121,+69.2666378,1275.000,3043.820,5.89,0.0003060851,1.400,0.286,0.13,3.125,dataset\i25.cat,758,-9.5921,0.0296,-11.2166,0.0330,-11.2166,0.0330,5.36,2152.171,98.81699,81,92,148.3586097,+69.2666566,1306.781,3125.427,9.75,0.0005066909,1.594,0.373,0.14,4.565,dataset\r25.cat,877,-9.7416,0.0224,-10.9527,0.0288,-10.7243,0.0331,5.20,1471.302,82.17551,65,71,148.3556896,+69.2693357,1247.844,3199.639,6.42,0.0003332761,1.205,0.170,0.95,3.513,dataset\g25.cat
1183,-11.2366,0.0100,-13.2277,0.0087,-13.2277,0.0087,3.74,4202.216,141.7491,305,325,148.3827080,+69.3355457,1105.421,4369.384,10.90,0.0005662428,1.502,0.334,0.02,5.500,dataset\i25.cat,967,-10.5392,0.0133,-12.7181,0.0110,-12.7181,0.0110,4.27,2158.705,98.81699,291,307,148.3815358,+69.3356176,1138.504,4450.954,12.00,0.0006234616,1.391,0.281,0.02,5.805,dataset\r25.cat,1094,-9.7390,0.0223,-11.9524,0.0146,-11.9524,0.0146,3.50,1474.371,82.17551,233,251,148.3791050,+69.3377258,1075.299,4514.750,13.96,0.000725081,1.457,0.314,0.01,5.513,dataset\g25.cat
639,-9.7024,0.0372,-10.0932,0.0539,-10.0932,0.0539,4.22,4222.507,141.7491,24,26,148.3659758,+69.2256261,1241.633,2253.577,3.55,0.0001845149,1.057,0.054,0.85,1.866,dataset\i25.cat,507,-9.4526,0.0334,-10.0798,0.0459,-10.0798,0.0459,4.36,2146.998,98.81699,34,35,148.3646825,+69.2256451,1274.990,2335.225,4.47,0.0002324122,1.055,0.052,0.87,2.288,dataset\r25.cat,578,-9.7272,0.0227,-10.6003,0.0324,-10.6003,0.0324,4.70,1467.853,82.17551,55,62,148.3607366,+69.2278006,1221.390,2400.138,5.30,0.0002755163,1.255,0.203,0.92,2.726,dataset\g25.cat
532,-11.6017,0.0075,-14.0064,0.0062,-14.0064,0.0062,3.88,4234.106,141.7491,612,650,148.2770006,+69.2107785,1853.025,1976.614,9.65,0.000501382,1.462,0.316,0.03,7.769,dataset\i25.cat,401,-10.7585,0.0113,-13.4589,0.0080,-13.4589,0.0080,4.21,2155.385,98.81699,607,655,148.2757087,+69.2108469,1886.199,2058.562,14.40,0.0007480751,1.411,0.291,0.02,8.599,dataset\r25.cat,482,-9.6820,0.0235,-12.8453,0.0131,-12.8453,0.0131,4.81,1471.93,82.17551,485,536,148.2715971,+69.2131617,1834.104,2127.014,22.40,0.001163639,1.425,0.298,0.01,9.643,dataset\g25.cat
747,-11.3686,0.0090,-12.3890,0.0137,-12.3890,0.0137,4.68,4222.402,141.7491,118,128,148.3518293,+69.2429733,1335.110,2588.935,4.43,0.0002301725,1.224,0.183,0.53,3.133,dataset\i25.cat,612,-10.5893,0.0129,-11.8046,0.0176,-11.8046,0.0176,4.87,2143.906,98.81699,114,124,148.3505306,+69.2430439,1368.358,2670.548,5.43,0.0002818094,1.261,0.207,0.46,3.552,dataset\r25.cat,699,-9.6754,0.0236,-11.1076,0.0292,-11.1076,0.0292,5.43,1467.238,82.17551,81,93,148.3467362,+69.2452006,1312.905,2736.388,7.29,0.0003787696,1.093,0.085,0.37,4.028,dataset\g25.cat
921,-10.7197,0.0154,-11.6397,0.0193,-11.6397,0.0193,3.71,4205.374,141.7491,78,86,148.4707372,+69.2704479,518.672,3110.390,5.95,0.0003090868,1.452,0.311,0.10,2.827,dataset\i25.cat,783,-10.1409,0.0186,-11.2321,0.0211,-11.2321,0.0211,3.77,2166.023,98.81699,85,91,148.4694327,+69.2705218,552.004,3191.733,6.75,0.0003508018,1.431,0.301,0.15,3.172,dataset\r25.cat,895,-9.6600,0.0239,-10.8176,0.0258,-10.8176,0.0258,3.95,1476.176,82.17551,71,79,148.4661044,+69.2725186,494.380,3253.278,6.86,0.0003565543,1.359,0.264,0.89,3.303,dataset\g25.cat
763,-11.6329,0.0073,-12.1755,0.0112,-12.1755,0.0112,4.00,4233.195,141.7491,77,83,148.2944335,+69.2457054,1725.604,2645.875,3.35,0.000174124,1.089,0.082,0.98,2.067,dataset\i25.cat,628,-10.6549,0.0122,-11.5854,0.0180,-11.4467,0.0199,4.82,2154.407,98.81699,82,91,148.2931339,+69.2457744,1758.824,2727.777,4.48,0.0002329201,1.117,0.105,0.98,2.885,dataset\r25.cat,703,-9.6584,0.0239,-10.8947,0.0312,-10.7322,0.0381,5.66,1483.993,82.17551,60,79,148.2894779,+69.2480383,1703.300,2795.280,5.22,0.0002712924,1.146,0.127,0.91,3.651,dataset\g25.cat
812,-11.9354,0.0058,-13.5976,0.0066,-13.5976,0.0066,3.78,4211.897,141.7491,392,425,148.4368014,+69.2552754,752.515,2819.803,6.68,0.0003469773,2.436,0.590,0.03,5.342,dataset\i25.cat,650,-10.9575,0.0096,-12.8843,0.0095,-12.8843,0.0095,4.11,2160.786,98.81699,334,383,148.4355016,+69.2552964,785.429,2901.264,9.80,0.0005092769,2.321,0.569,0.03,6.070,dataset\r25.cat,774,-9.6403,0.0243,-11.9187,0.0213,-11.9187,0.0213,5.07,1474.9,82.17551,207,236,148.4320162,+69.2573463,729.622,2963.578,19.92,0.001034728,2.552,0.608,0.01,7.082,dataset\g25.cat
713,-10.0626,0.0270,-10.7615,0.0387,-10.6212,0.0480,4.74,4229.482,141.7491,34,39,148.2918090,+69.2364487,1746.099,2467.809,3.75,0.0001947199,1.056,0.053,0.94,2.386,dataset\i25.cat,580,-9.6249,0.0288,-10.5036,0.0424,-10.5036,0.0424,5.28,2148.739,98.81699,46,47,148.2905115,+69.2365176,1779.252,2549.927,4.62,0.0002399805,1.048,0.046,0.77,2.763,dataset\r25.cat,658,-9.6384,0.0243,-10.5931,0.0334,-10.5931,0.0334,4.78,1473.136,82.17551,58,62,148.2865588,+69.2387803,1724.617,2617.097,5.30,0.0002753688,1.118,0.106,0.87,2.900,dataset\g25.cat
1087,-11.0898,0.0113,-11.5872,0.0155,-11.5776,0.0191,3.55,4214.384,141.7491,56,61,148.3936740,+69.2969401,1039.103,3624.825,3.28,0.0001705634,1.094,0.086,0.97,2.013,dataset\i25.cat,998,-10.2943,0.0163,-11.0541,0.0233,-11.0498,0.0266,4.07,2157.633,98.81699,66,70,148.3923634,+69.2970118,1072.022,3706.288,4.96,0.0002574658,1.107,0.096,0.97,2.526,dataset\r25.cat,1171,-9.6381,0.0244,-10.6791,0.0326,-10.4068,0.0374,5.26,1478.774,82.17551,47,52,148.3893307,+69.2990654,1011.848,3770.001,5.62,0.0002918062,1.257,0.205,0.91,3.112,dataset\g25.cat
1090,-10.0811,0.0267,-10.6472,0.0409,-10.5654,0.0473,4.61,4214.25,141.7491,31,36,148.3947054,+69.2968399,1031.767,3622.768,3.82,0.0001983948,1.092,0.084,0.96,2.152,dataset\i25.cat,998,-10.2943,0.0163,-11.0541,0.0233,-11.0498,0.0266,4.07,2157.633,98.81699,66,70,148.3923634,+69.2970118,1072.022,3706.288,4.96,0.0002574658,1.107,0.096,0.97,2.526,dataset\r25.cat,1171,-9.6381,0.0244,-10.6791,0.0326,-10.4068,0.0374,5.26,1478.774,82.17551,47,52,148.3893307,+69.2990654,1011.848,3770.001,5.62,0.0002918062,1.257,0.205,0.91,3.112,dataset\g25.cat
699,-10.6221,0.0167,-11.9084,0.0168,-11.9084,0.0168,3.50,4204.661,141.7491,104,113,148.4339576,+69.2354241,776.316,2438.200,7.20,0.000374012,1.251,0.201,0.02,3.461,dataset\i25.cat,538,-10.0961,0.0193,-11.5869,0.0189,-11.5869,0.0189,3.91,2156.692,98.81699,120,139,148.4325157,+69.2354445,809.797,2519.715,8.28,0.0004301045,1.284,0.221,0.02,3.857,dataset\r25.cat,645,-9.6371,0.0244,-11.2406,0.0222,-11.2406,0.0222,3.91,1469.207,82.17551,118,126,148.4285828,+69.2374931,755.447,2582.154,9.23,0.0004795404,1.261,0.207,0.01,4.072,dataset\g25.cat
579,-11.8671,0.0061,-13.1932,0.0080,-13.1932,0.0080,4.36,4214.776,141.7491,212,278,148.4452537,+69.2180091,701.894,2101.647,5.77,0.0002995192,1.361,0.265,0.03,3.844,dataset\i25.cat,457,-11.1735,0.0082,-12.7502,0.0093,-12.7502,0.0093,4.35,2167.046,98.81699,240,258,148.4439622,+69.2180303,735.501,2182.775,9.42,0.0004892838,1.245,0.197,0.03,4.490,dataset\r25.cat,526,-9.6364,0.0244,-10.9002,0.0323,-10.7292,0.0384,5.33,1478.357,82.17551,69,79,148.4393124,+69.2192970,686.149,2231.647,6.43,0.0003341551,1.248,0.199,0.88,3.731,dataset\g25.cat
271,-10.9192,0.0130,-11.7459,0.0205,-11.7459,0.0205,4.75,4215.723,141.7491,69,79,148.2732986,+69.1603782,1890.338,1005.162,4.26,0.0002214168,1.114,0.102,0.58,2.648,dataset\i25.cat,230,-10.2166,0.0174,-11.3288,0.0248,-11.3288,0.0248,5.05,2151.373,98.81699,78,92,148.2718718,+69.1604459,1923.948,1086.979,5.32,0.0002763723,1.165,0.142,0.47,3.307,dataset\r25.cat,254,-9.6285,0.0246,-10.6334,0.0318,-10.6334,0.0318,4.55,1467.158,82.17551,58,65,148.2670120,+69.1627577,1875.913,1155.373,5.89,0.0003057118,1.073,0.068,0.94,2.976,dataset\g25.cat
1040,-10.0935,0.0264,-11.4924,0.0304,-11.4924,0.0304,4.66,4217.795,141.7491,83,89,148.3398017,+69.2906103,1407.649,3506.668,7.65,0.0003976221,1.143,0.125,0.01,3.734,dataset\i25.cat,885,-9.6184,0.0289,-11.2463,0.0303,-11.2463,0.0303,5.02,2152.826,98.81699,92,97,148.3384939,+69.2906285,1440.578,3588.565,8.34,0.0004333648,1.138,0.121,0.00,4.323,dataset\r25.cat,1099,-9.6224,0.0247,-11.1569,0.0241,-11.1569,0.0241,4.54,1468.098,82.17551,86,96,148.3350016,+69.2930467,1381.797,3655.547,14.30,0.0007430431,1.391,0.281,0.68,3.405,dataset\g25.cat
172,-11.3316,0.0093,-12.3539,0.0118,-12.3539,0.0118,3.76,4226.54,141.7491,123,132,148.3616223,+69.1460345,1288.218,721.796,4.99,0.0002594144,1.039,0.038,0.06,3.056,dataset\i25.cat,172,-10.5112,0.0137,-11.7118,0.0157,-11.7118,0.0157,3.86,2160.212,98.81699,112,124,148.3601991,+69.1461048,1322.042,803.595,6.20,0.000321869,1.029,0.028,0.06,3.398,dataset\r25.cat,185,-9.6193,0.0247,-10.9743,0.0285,-10.9743,0.0285,4.57,1481.831,82.17551,88,95,148.3552028,+69.1482566,1275.298,868.802,7.27,0.0003774246,1.079,0.073,0.18,3.692,dataset\g25.cat
678,-11.9186,0.0058,-13.3220,0.0066,-13.3220,0.0066,3.50,4216.368,141.7491,295,316,148.4650868,+69.2326686,564.321,2382.655,5.95,0.0003091861,1.262,0.208,0.03,4.156,dataset\i25.cat,546,-10.8410,0.0105,-12.5937,0.0091,-12.5937,0.0091,3.50,2169.61,98.81699,240,272,148.4637920,+69.2326904,598.322,2463.513,9.42,0.0004892206,1.368,0.269,0.03,4.948,dataset\r25.cat,632,-9.6165,0.0248,-11.4241,0.0252,-10.7707,0.0348,6.30,1477.225,82.17551,72,78,148.4598624,+69.2346856,543.162,2525.931,7.80,0.0004051926,1.027,0.027,0.41,5.437,dataset\g25.cat
164,-11.3342,0.0092,-12.2039,0.0132,-12.2039,0.0132,3.94,4260.492,141.7491,109,116,148.4858261,+69.1445368,436.941,684.658,4.15,0.0002153831,1.477,0.323,0.72,2.762,dataset\i25.cat,166,-10.2901,0.0163,-11.4093,0.0221,-11.4093,0.0221,4.61,2184.605,98.81699,92,97,148.4844049,+69.1445587,470.896,766.053,5.62,0.0002920813,1.265,0.209,0.42,3.297,dataset\r25.cat,168,-9.6068,0.0251,-10.4445,0.0346,-10.4445,0.0346,4.61,1502.384,82.17551,48,54,148.4790115,+69.1455098,427.237,807.950,5.02,0.0002605511,1.154,0.133,0.84,2.653,dataset\g25.cat
162,-11.0484,0.0116,-11.6208,0.0170,-11.6208,0.0170,3.89,4260.604,141.7491,56,63,148.4854135,+69.1434967,439.710,665.331,3.65,0.000189413,1.073,0.068,0.98,2.132,dataset\i25.cat,166,-10.2901,0.0163,-11.4093,0.0221,-11.4093,0.0221,4.61,2184.605,98.81699,92,97,148.4844049,+69.1445587,470.896,766.053,5.62,0.0002920813,1.265,0.209,0.42,3.297,dataset\r25.cat,168,-9.6068,0.0251,-10.4445,0.0346,-10.4445,0.0346,4.61,1502.384,82.17551,48,54,148.4790115,+69.1455098,427.237,807.950,5.02,0.0002605511,1.154,0.133,0.84,2.653,dataset\g25.cat
390,-11.5510,0.0078,-12.0282,0.0116,-12.0282,0.0116,3.85,4226.95,141.7491,61,71,148.2651768,+69.1800815,1941.414,1384.588,3.35,0.0001738111,1.024,0.023,0.98,1.965,dataset\i25.cat,325,-10.1917,0.0178,-10.3703,0.0267,-10.3703,0.0267,3.50,2148.009,98.81699,31,33,148.2637456,+69.1801489,1974.672,1466.573,3.63,0.0001886778,1.061,0.058,0.95,1.655,dataset\r25.cat,367,-9.6009,0.0252,-10.5994,0.0347,-10.5994,0.0347,5.26,1462.876,82.17551,48,56,148.2591834,+69.1824623,1924.936,1534.843,5.01,0.0002601276,1.199,0.166,0.76,3.054,dataset\g25.cat
1226,-10.6091,0.0169,-11.3796,0.0246,-11.3796,0.0246,4.12,4196.409,141.7491,58,66,148.2726346,+69.3262294,1856.166,4198.052,8.42,0.0004374831,1.069,0.064,0.31,2.543,dataset\i25.cat,1026,-9.9782,0.0213,-10.8872,0.0274,-10.8872,0.0274,4.26,2138.927,98.81699,59,63,148.2713171,+69.3262977,1888.573,4279.792,5.62,0.0002917906,1.309,0.236,0.77,2.811,dataset\r25.cat,1074,-9.5987,0.0252,-10.6242,0.0332,-10.6242,0.0332,4.77,1455.849,82.17551,55,64,148.2687172,+69.3286190,1825.880,4347.711,5.67,0.0002945087,1.227,0.185,0.91,3.028,dataset\g25.cat
1076,-10.1970,0.0241,-11.4849,0.0314,-11.4849,0.0314,4.99,4208.255,141.7491,74,84,148.4236849,+69.2955382,835.732,3595.195,8.05,0.0004179737,1.883,0.469,0.05,3.770,dataset\i25.cat,942,-9.8860,0.0230,-11.2539,0.0285,-11.2539,0.0285,5.10,2161.01,98.81699,83,93,148.4223761,+69.2955588,868.861,3676.552,8.82,0.0004583066,1.876,0.467,0.04,3.884,dataset\r25.cat,1079,-9.5917,0.0254,-11.1971,0.0301,-11.1971,0.0301,5.73,1478.105,82.17551,90,119,148.4191987,+69.2976104,809.006,3739.421,9.79,0.0005087432,1.811,0.448,0.16,4.616,dataset\g25.cat
63,-10.0688,0.0270,-11.6764,0.0299,-11.6764,0.0299,5.06,4243.159,141.7491,98,102,148.4706326,+69.1218435,545.237,248.741,8.66,0.0004498423,1.359,0.264,0.00,4.464,dataset\i25.cat,65,-9.6187,0.0290,99.0000,99.0000,99.0000,99.0000,0.00,2170.277,98.81699,68,89,148.4693623,+69.1218653,577.593,330.445,8.34,0.0004330059,1.381,0.276,0.02,-7.771,dataset\r25.cat,76,-9.5890,0.0253,-11.4788,0.0221,-11.4788,0.0221,4.46,1489.844,82.17551,137,149,148.4639358,+69.1238557,534.857,392.082,10.18,0.0005287551,1.290,0.225,0.01,4.995,dataset\g25.cat
104,-11.8936,0.0060,-12.3971,0.0087,-12.3971,0.0087,3.74,4210.462,141.7491,79,89,148.3096152,+69.1298841,1647.402,414.972,3.42,0.0001775607,1.024,0.023,0.98,2.024,dataset\i25.cat,99,-10.4971,0.0138,-11.3305,0.0205,-11.3305,0.0205,4.64,2152.315,98.81699,70,74,148.3083413,+69.1299534,1681.060,496.921,4.49,0.0002330721,1.091,0.084,0.98,2.646,dataset\r25.cat,117,-9.5870,0.0255,-10.6170,0.0353,-10.6170,0.0353,5.12,1472.513,82.17551,56,61,148.3030398,+69.1322100,1635.729,564.018,5.54,0.0002876357,1.184,0.156,0.88,3.072,dataset\g25.cat
121,-10.7426,0.0151,-12.4200,0.0154,-12.4200,0.0154,4.05,4214.262,141.7491,171,183,148.2984134,+69.1335779,1724.289,486.170,9.60,0.0004988706,1.732,0.423,0.01,4.696,dataset\i25.cat,115,-10.1158,0.0189,-11.8907,0.0166,-11.8907,0.0166,3.75,2156.559,98.81699,169,184,148.2969946,+69.1335943,1758.262,567.908,11.24,0.0005839186,1.805,0.446,0.01,4.799,dataset\r25.cat,130,-9.5818,0.0255,-11.5781,0.0204,-11.5781,0.0204,4.09,1475.397,82.17551,161,181,148.2918372,+69.1359039,1712.447,635.326,12.66,0.0006574907,1.650,0.394,0.04,5.254,dataset\g25.cat
371,-10.1529,0.0250,-11.5070,0.0281,-11.5070,0.0281,4.39,4227.47,141.7491,82,89,148.2784430,+69.1767102,1850.479,1318.320,8.53,0.0004432164,1.518,0.341,0.01,3.672,dataset\i25.cat,306,-9.6887,0.0272,-11.3763,0.0295,-11.3763,0.0295,5.27,2149.985,98.81699,98,111,148.2771604,+69.1767267,1883.807,1400.406,8.69,0.0004512151,1.400,0.286,0.01,4.587,dataset\r25.cat,347,-9.5787,0.0256,-11.3843,0.0262,-11.3843,0.0262,5.28,1465.644,82.17551,119,127,148.2725968,+69.1790915,1834.561,1468.354,9.18,0.0004766755,1.339,0.253,0.02,4.856,dataset\g25.cat
717,-10.5220,0.0181,-11.6660,0.0244,-11.6660,0.0244,4.76,4214.027,141.7491,80,98,148.4974721,+69.2383777,342.301,2490.278,6.02,0.0003126486,1.027,0.026,0.01,3.256,dataset\i25.cat,583,-9.9877,0.0210,-11.2716,0.0248,-11.2716,0.0248,4.41,2178.138,98.81699,84,98,148.4960296,+69.2383999,375.900,2571.480,6.84,0.000355283,1.069,0.065,0.02,3.518,dataset\r25.cat,661,-9.5719,0.0257,-10.9603,0.0309,-10.9603,0.0309,5.15,1484.195,82.17551,80,85,148.4923994,+69.2403426,320.705,2632.253,7.27,0.0003775862,1.194,0.163,0.15,3.685,dataset\g25.cat
517,-12.0082,0.0055,-12.4499,0.0075,-12.4499,0.0075,3.50,4220.396,141.7491,77,85,148.4430984,+69.2052764,718.755,1857.290,3.27,0.0001697841,1.024,0.023,0.98,1.906,dataset\i25.cat,416,-10.3499,0.0156,-10.9942,0.0214,-10.9942,0.0214,3.90,2167.484,98.81699,54,59,148.4418083,+69.2053494,752.308,1938.663,4.23,0.0002196874,1.124,0.110,0.97,2.288,dataset\r25.cat,466,-9.5675,0.0258,-10.3337,0.0354,-10.3337,0.0354,4.55,1480.358,82.17551,43,47,148.4375729,+69.2073966,700.255,2001.475,4.80,0.0002492463,1.082,0.076,0.85,2.521,dataset\g25.cat
1173,-10.3221,0.0216,-11.5892,0.0304,-11.5892,0.0304,5.75,4207.826,141.7491,71,77,148.2663685,+69.2988804,1905.053,3672.157,6.09,0.0003162023,1.417,0.294,0.07,3.988,dataset\i25.cat,976,-9.7760,0.0252,-11.1395,0.0318,-11.1395,0.0318,5.68,2133.323,98.81699,65,73,148.2650571,+69.2989486,1937.702,3754.134,6.29,0.0003266889,1.246,0.197,0.10,3.861,dataset\r25.cat,1020,-9.5528,0.0261,-10.8336,0.0329,-10.8336,0.0329,5.37,1453.784,82.17551,65,71,148.2621510,+69.3012689,1877.737,3822.131,6.25,0.0003244592,1.088,0.081,0.79,3.563,dataset\g25.cat
75,-10.2660,0.0227,-11.3437,0.0251,-11.3437,0.0251,3.50,4190.103,141.7491,76,83,148.2646347,+69.1235135,1957.655,295.949,7.18,0.0003729508,1.203,0.169,0.01,3.050,dataset\i25.cat,80,-9.2662,0.0394,-9.7189,0.0545,-9.7189,0.0545,3.50,2146.156,98.81699,33,37,148.2632163,+69.1235810,1992.032,378.248,6.03,0.0003130415,1.125,0.111,0.13,2.085,dataset\r25.cat,91,-9.5303,0.0267,-11.1389,0.0216,-11.1389,0.0216,3.50,1467.841,82.17551,111,121,148.2579065,+69.1258912,1947.206,446.614,9.06,0.0004705065,1.213,0.176,0.01,4.102,dataset\g25.cat
963,-11.5306,0.0079,-12.0210,0.0122,-12.0210,0.0122,4.08,4227.021,141.7491,64,69,148.3396673,+69.2760139,1411.189,3225.378,3.28,0.0001704948,1.032,0.031,0.97,1.981,dataset\i25.cat,823,-10.6280,0.0124,-11.4370,0.0187,-11.4370,0.0187,4.57,2157.767,98.81699,74,81,148.3383628,+69.2760321,1444.298,3307.269,4.25,0.0002210191,1.037,0.036,0.98,2.606,dataset\r25.cat,940,-9.5243,0.0268,-11.1291,0.0320,-11.1291,0.0320,5.67,1477.437,82.17551,84,96,148.3350180,+69.2782431,1386.982,3373.990,8.87,0.0004606944,1.663,0.399,0.80,4.601,dataset\g25.cat
736,-11.0881,0.0113,-11.5748,0.0168,-11.5748,0.0168,3.84,4235.835,141.7491,54,59,148.2793560,+69.2407596,1829.553,2552.237,3.40,0.0001764748,1.078,0.072,0.97,1.994,dataset\i25.cat,601,-10.3130,0.0161,-11.0146,0.0231,-11.0146,0.0231,4.18,2151.898,98.81699,59,77,148.2780575,+69.2408281,1862.647,2634.193,4.22,0.0002192563,1.088,0.081,0.97,2.400,dataset\r25.cat,685,-9.5088,0.0272,-10.4397,0.0347,-10.4146,0.0442,4.31,1479.701,82.17551,50,59,148.2743964,+69.2431446,1807.438,2702.379,5.47,0.0002841186,1.088,0.081,0.88,2.831,dataset\g25.cat
209,-11.0333,0.0118,-12.8631,0.0128,-12.8631,0.0128,4.71,4221.94,141.7491,216,230,148.2791552,+69.1512094,1851.773,826.924,10.75,0.0005582217,1.809,0.447,0.02,5.137,dataset\i25.cat,189,-10.2135,0.0175,-12.4118,0.0161,-12.4118,0.0161,5.05,2160.323,98.81699,222,248,148.2777306,+69.1512772,1885.448,908.857,22.77,0.001182568,1.499,0.333,0.26,5.970,dataset\r25.cat,205,-9.5067,0.0273,-11.7682,0.0241,-11.7682,0.0241,5.57,1477.722,82.17551,167,185,148.2728702,+69.1535368,1838.759,977.151,13.52,0.000702428,1.557,0.358,0.00,6.410,dataset\g25.cat
736,-11.0881,0.0113,-11.5748,0.0168,-11.5748,0.0168,3.84,4235.835,141.7491,54,59,148.2793560,+69.2407596,1829.553,2552.237,3.40,0.0001764748,1.078,0.072,0.97,1.994,dataset\i25.cat,601,-10.3130,0.0161,-11.0146,0.0231,-11.0146,0.0231,4.18,2151.898,98.81699,59,77,148.2780575,+69.2408281,1862.647,2634.193,4.22,0.0002192563,1.088,0.081,0.97,2.400,dataset\r25.cat,689,-9.5057,0.0273,-10.6522,0.0337,-10.6024,0.0395,4.70,1480.903,82.17551,66,69,148.2745255,+69.2436646,1806.646,2711.785,6.91,0.0003590066,1.447,0.309,0.86,3.257,dataset\g25.cat
904,-9.8768,0.0317,-11.8641,0.0322,-11.8641,0.0322,6.42,4213.212,141.7491,91,102,148.5158394,+69.2681937,212.480,3064.259,8.54,0.0004434467,1.101,0.092,0.00,5.661,dataset\i25.cat,767,-9.4163,0.0344,-10.7682,0.0324,-10.7682,0.0324,3.77,2177.854,98.81699,74,79,148.5143900,+69.2682165,246.239,3145.106,7.96,0.0004134297,1.197,0.165,0.04,3.648,dataset\r25.cat,876,-9.4951,0.0274,-11.8291,0.0232,-11.8291,0.0232,6.72,1487.188,82.17551,126,137,148.5109206,+69.2701068,188.885,3205.318,9.64,0.0005006833,1.133,0.117,0.01,7.426,dataset\g25.cat
